track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,predicted_genre_id,predicted_genre,predicted_genre_prob,predicted_classical_prob,predicted_country_prob,predicted_electronic_prob,predicted_jazz_prob,predicted_pop_prob,predicted_rap_prob,predicted_rnb_prob,predicted_rock_prob
3agtg0x11wPvLIWkYR39nZ,Somewhere I Belong,6XyY86QOPPrYVGvF9ch6wz,Linkin Park,4Gfnly5CzMJQqkUFfoHaP3,213933,2003-03-24,65,0.3436724565756824,0.9716684155299057,1,0.8391402251791197,1,0.0645,0.0003856785284093495,2.6321585903083703e-06,0.261,0.43166154172410137,0.6737284485410847,7,rock,0.9047619047619048,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.9047619047619048
4uyp73pmsVkogpZfKSLdyh,Tagpuan,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,0rOWcyhZyjvuJs5SParNfY,259317,2018-01-25,46,0.3945409429280397,0.09758656873032531,8,0.6316888433981576,1,0.0378,0.8807337443533928,0.0,0.07,0.21111228925882727,0.5087498000221513,3,jazz,0.9047619047619048,0.09523809523809523,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0
1EEsKj8lQKZwaFXJ5GFsdk,War,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,7xCcuTA3abKwxj8HwgxP7R,228004,2019-05-12,59,0.5930521091811414,0.25288562434417633,7,0.5239303991811668,1,0.0264,0.8909274414172054,0.005759911894273128,0.0974,0.2598876047078783,0.2487170651866255,3,jazz,0.9047619047619048,0.09523809523809523,0.0,0.0,0.9047619047619048,0.0,0.0,0.0,0.0
2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,6Vip5A5NmEazvKuxj6GLYf,260285,2018-03-09,84,0.630272952853598,0.15529905561385102,1,0.6346366427840326,1,0.0314,0.8552495016938613,3.590308370044053e-05,0.0983,0.21323295514791646,0.3697498123284805,3,jazz,0.9047619047619048,0.0,0.0,0.0,0.9047619047619048,0.047619047619047616,0.0,0.047619047619047616,0.0
4Q3d0fDDg6l9sqlAMVumgJ,Dumb Stuff,49tQo2QULno7gxHutgccqF,LANY,0HiwsXForePsWdIZW6EEkK,152248,2017-06-30,52,0.3188585607940447,0.9118572927597063,0,0.6985056294779938,1,0.0363,0.0791014072551702,0.0354625550660793,0.317,0.6204008058530379,0.4334473719834111,7,rock,0.8571428571428571,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.8571428571428571
1sTUEdVO85YU8Ymk2jeAls,Oh Lord,0AJUYWKztkg5dnrHDIBv47,MiC LOWRY,5r9Mh12IbJnTG6OqI0H4Xj,214744,2016-09-16,0,0.12282878411910675,0.8069254984260232,7,0.720818833162743,0,0.0675,0.0221186406684578,0.0,0.0616,0.36273990032870324,0.2666166209281433,7,rock,0.8571428571428571,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.0,0.8571428571428571
0YwBZKT8JE4U5TwmYE9BV9,Radio Ga Ga - Live Aid,1dfeR4HaWDbWqFHLkxsg1d,Queen,6i6folBtxKV28WX3msQ4FE,245680,2018-10-19,70,0.2878411910669975,0.9538300104931796,5,0.7198362333674513,1,0.0845,0.014065619988045851,0.0,0.955,0.3818258933305058,0.4076533060953248,7,rock,0.8571428571428571,0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.8571428571428571
6lpWMtQoGqQyEZuyIwhbkO,Every Teardrop Is a Waterfall,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,5GykKNn2KjofEoA8SpNnuw,240796,2011-10-19,36,0.3114143920595533,0.7418677859391396,9,0.7110337768679631,1,0.0396,0.001975895270364114,0.011343612334801764,0.171,0.31608525076874133,0.40246618836067394,7,rock,0.8571428571428571,0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.8571428571428571
7L8GQLm6e7cGoMMUAgWCVp,Huling Sayaw,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,0HYAcVSUVkfxzHKgHu6DqR,295413,2012,60,0.37220843672456566,0.8877229800629592,1,0.8285363357215967,0,0.0405,0.0012725301729610452,0.0,0.20199999999999999,0.5408758350121938,0.5201270013167772,7,rock,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571
7yotKA30dwTKNEGomV9ZsI,KOD,6l3HvQ5sa6mXTsMTB19rO5,J. Cole,4Wv5UAieM1LDEYVq5WmqDd,191436,2018-04-20,73,0.8052109181141438,0.7953830010493179,0,0.7359672466734901,1,0.154,0.21406595638004894,0.0,0.113,0.17400063619976672,0.5495391279735168,2,electronic,0.8571428571428571,0.0,0.0,0.8571428571428571,0.0,0.0,0.14285714285714285,0.0,0.0
0AG2l0IboWNSwjUkMr2Aq7,Be My Mistake,3mIj9lX2MWuHmhNCA7LSCW,The 1975,7zuAt0boSPInT1b0sKyQMk,256688,2018-11-30,1,0.4937965260545906,0.13641133263378805,6,0.4030706243602865,1,0.0344,0.8511720228683362,0.00015088105726872251,0.0906,0.06361997667267522,0.35289014139972186,3,jazz,0.8571428571428571,0.09523809523809523,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.047619047619047616
4eOcd47wPU3ixxYw0spREl,Let Me In (20 CUBE),5t5FqBwTcgKTaWmfEbwQY9,ENHYPEN,3YxF7jTnpdNepWbO42f8lH,189858,2020-11-30,74,0.3833746898263027,0.8079748163693601,8,0.8152302968270214,0,0.18100000000000002,0.0026282918824481203,0.0,0.0912,0.689322447248436,0.7339556233771027,7,rock,0.8571428571428571,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.047619047619047616,0.8571428571428571
2mrZYZGmPFV3QOyYPZ1zsn,Straight up & Down,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,4PgleR09JVnm3zY1fW3XBA,198186,2016-11-17,66,0.4689826302729529,0.7429171038824764,3,0.7104196519959057,0,0.0933,0.02130314490335279,0.0,0.0858,0.6447884635775634,0.5598641381262384,7,rock,0.8571428571428571,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.0,0.0,0.8571428571428571
47EWMOElkkbMp5m9SBkx7d,IDK You Yet,6sFHvCyqklnJpXC9Nh1aag,Alexander 23,2BcmdSV1kyss7KFuSpobeS,184638,2020-04-09,85,0.564516129032258,0.29485834207764955,1,0.5123848515864893,1,0.0424,0.9011211384810178,0.0854625550660793,0.124,0.16551797264341003,0.15027258519056352,3,jazz,0.8571428571428571,0.09523809523809523,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.047619047619047616
47UUjZbqZjcrzELnFBB1Ht,Teka Lang,3FwNjtXQCdxpDOXmgJQGnG,Emman,0rceew9Oyt5S1NCUaou2Zm,196582,2020-03-25,73,0.5111662531017369,0.15110178384050366,2,0.357625383828045,1,0.0324,0.7747192948897417,0.0,0.0909,0.17187997031067753,0.2118596093971129,3,jazz,0.8571428571428571,0.09523809523809523,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.047619047619047616
18UsAG7SfOQ5sxJEdjAMH0,Be My Mistake,3mIj9lX2MWuHmhNCA7LSCW,The 1975,6PWXKiakqhI17mTYM4y6oY,256688,2018-11-30,74,0.4937965260545906,0.13641133263378805,6,0.4030706243602865,1,0.0344,0.8511720228683362,0.00015088105726872251,0.0906,0.06361997667267522,0.35289014139972186,3,jazz,0.8571428571428571,0.09523809523809523,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.047619047619047616
0ct6r3EGTcMLPtrXHDvVjc,The Nights,1vCWHaC5f2uS3yhpwWbIA6,Avicii,0h2knr6qpiAq0tV5ri5JMF,176658,2014-01-01,85,0.43796526054590573,0.8499475341028332,6,0.7759263050153531,1,0.0433,0.016919855165913378,0.0,0.249,0.6564521259675538,0.4517099644347087,7,rock,0.8571428571428571,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.0,0.8571428571428571
5V5eCLSxm7JWLj9vOcNLIw,Valentine,2NzWRNaaLByHyI3wpuec8P,Jim Brickman,7BcyBxlndOI9dw7XC9Gau9,192920,1994,49,0.43300248138957814,0.2465897166841553,1,0.46452405322415546,1,0.027000000000000003,0.8399589560981424,1.4096916299559472e-05,0.138,0.13688898314070616,0.26324468674239165,3,jazz,0.8571428571428571,0.09523809523809523,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.047619047619047616
6C3SKl8oJbfjfJBANhuQuu,Akala,0lslA51eKXwTUY0TSX9Emy,Marion Aunor,0jKCXQ0FtJxu9B8HSBb58h,341167,2018-07-20,55,0.40694789081885857,0.16789087093389296,10,0.5251586489252814,1,0.0635,0.8807337443533928,0.0,0.105,0.1591559749761425,0.44593214290109406,3,jazz,0.8571428571428571,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0
2Uj9aeKOXPx4cgHrcd9401,Midnight Sky,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,2jBckVaJetRQeHQqgoLnh4,247968,2018-07-13,0,0.3995037220843672,0.13641133263378805,5,0.6457727737973387,1,0.0454,0.9164116840767368,4.1629955947136564e-05,0.12300000000000001,0.13052698547343866,0.4098869048351568,3,jazz,0.8571428571428571,0.047619047619047616,0.0,0.0,0.8571428571428571,0.0,0.0,0.047619047619047616,0.047619047619047616
24bmXekGRqVFRlPYdfzyJr,Midnight Sky,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,60qph1sDjhgZtPR4IEnu5Y,244426,2018-08-13,61,0.39826302729528534,0.13011542497376705,5,0.6497850562947798,1,0.0409,0.9215085326086431,4.151982378854626e-05,0.109,0.15279397730887498,0.4168768997895618,3,jazz,0.8571428571428571,0.047619047619047616,0.0,0.0,0.8571428571428571,0.0,0.0,0.047619047619047616,0.047619047619047616
3nAp4IvdMPPWEH9uuXFFV5,Underneath the Tree,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,0t70lpfTyHEv0uuq21fhdZ,229640,2013-10-25,89,0.4156327543424318,0.8258132214060863,8,0.7701944728761514,1,0.0537,0.0013234986582801081,2.1916299559471367e-05,0.214,0.6935637790266145,0.6602591712917955,7,rock,0.8571428571428571,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.8571428571428571
23khhseCLQqVMCIT1WMAns,Magic,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,2G4AUqfwxcV1UdQjm2ouYr,285014,2014-05-19,75,0.6997518610421836,0.47953830010493187,6,0.6277584442169908,0,0.0402,0.02711355222972597,0.683920704845815,0.106,0.3362315767150886,0.2515721335482839,3,jazz,0.8571428571428571,0.0,0.0,0.047619047619047616,0.8571428571428571,0.047619047619047616,0.0,0.047619047619047616,0.0
5eFzCfsj3d0yWumdEldZwL,Midnight Sky,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,0VF88sHKjbSWtm1wFHTSAg,244426,2018-08-13,0,0.39826302729528534,0.13011542497376705,5,0.6497850562947798,1,0.0409,0.9215085326086431,4.151982378854626e-05,0.109,0.15279397730887498,0.4168768997895618,3,jazz,0.8571428571428571,0.047619047619047616,0.0,0.0,0.8571428571428571,0.0,0.0,0.047619047619047616,0.047619047619047616
7IqUmDJ2GjaOqrzDCXhrV5,Ipagpatawad Mo,7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,50prgOW7Rkfox7CJ4C7lRb,242453,2008-07-02,1,0.14516129032258068,0.7660020986358868,5,0.7901740020470828,0,0.05,0.06330117680626068,0.0,0.0836,0.4475665358922702,0.5708352305590765,7,rock,0.8571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571
1SZuNx9TtE5da7twgYkKAq,Take That Man,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,5mGR6qKnpILzSzq1yyAUXk,239456,2019-01-18,42,0.4429280397022333,0.8530954879328437,4,0.7113613101330603,0,0.0386,0.000548777681430351,0.020925110132158593,0.374,0.6861414484148023,0.5873564774363454,7,rock,0.8571428571428571,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.047619047619047616,0.8571428571428571
4AQzk2yNWKs6sYhZi6NzVN,Me & You Together Song,3mIj9lX2MWuHmhNCA7LSCW,The 1975,6RicVnt1SB39xCjG81RUDo,209500,2020-01-16,63,0.12158808933002485,0.7743966421825814,9,0.752876151484135,1,0.0348,0.0,0.0017290748898678417,0.299,0.38076556038596115,0.33729186920833376,7,rock,0.8571428571428571,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.0,0.8571428571428571
43ay9lQZ5rfNcOOHhRF2cM,The Greatest Show,5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,09w7mJRYa15Uk7rtM26QfZ,302146,2017-10-27,59,0.30148883374689833,0.8384050367261282,11,0.6915046059365404,0,0.105,0.00024194739980959193,0.06002202643171807,0.0725,0.38712755805322874,0.6482235813879077,7,rock,0.8571428571428571,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.0,0.0,0.8571428571428571
5rwq6R0Uq0BngM3rdmCeNg,Collide - Acoustic Version,0ekbDNE2eOq8QiaXM34wer,Howie Day,5OmZitvmVXYsjEXkTD3P6Y,277000,2003-11-04,69,0.5062034739454095,0.23924449108079748,10,0.5248720573183213,1,0.0259,0.8430170652172861,3.248898678414097e-05,0.091,0.27473226593150246,0.23143282590236158,3,jazz,0.8571428571428571,0.09523809523809523,0.0,0.0,0.8571428571428571,0.047619047619047616,0.0,0.0,0.0
47nJrlVeOWNEI4hppa7ha9,Passenger Seat,0AvtzKTYleNqdJXoZasQWG,Stephen Speaks,3GcOTdUSv22RTDjtyeLxHn,274245,2011-12-13,69,0.4230769230769231,0.7806925498426024,7,0.7596315250767655,1,0.0309,0.046175765739055526,0.004779735682819384,0.0961,0.6553917930230093,0.6182330572613495,7,rock,0.8571428571428571,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.8571428571428571
2mlGPkAx4kwF8Df0GlScsC,Buttercup,1vVHevk2PD45epYnDi9CCc,Jack Stauber,1RHa1VdX6lsLbeedgsV1cb,208026,2017-03-25,81,0.6588089330024813,0.36516264428121725,7,0.6216581371545546,1,0.0384,0.7370026157536351,0.892070484581498,0.289,0.5472378326794614,0.4151786263675409,3,jazz,0.8571428571428571,0.047619047619047616,0.0,0.09523809523809523,0.8571428571428571,0.0,0.0,0.0,0.0
3os6HRDHJPzcOMPBKOFQeA,I Wanna Be With You,2LJxr7Pt3JnP60eLxwbDOu,Mandy Moore,551186Jr75bHrh58ZdEMhW,252840,2004-11-16,45,0.43052109181141435,0.9275970619097588,8,0.8313613101330602,1,0.0349,0.004962648510061205,2.1916299559471367e-05,0.46799999999999997,0.6172198070194042,0.6000935281015025,7,rock,0.8571428571428571,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.8571428571428571
6CiuHbascZBxfFqdixSXiW,Set You Free,5elcNQkZ6FCZA3grSOMngY,MYMP,4vZ9jbxJDvWVO18RUOCuUo,264573,2008-08-15,55,0.5806451612903225,0.2686253934942288,4,0.5229068577277379,1,0.0346,0.8369008469789985,0.0,0.12300000000000001,0.0700880076343972,0.04576108492597741,3,jazz,0.8571428571428571,0.047619047619047616,0.0,0.0,0.8571428571428571,0.0,0.0,0.047619047619047616,0.047619047619047616
2Gh039ZAfydrM5IjiGlvEj,Akala,0lslA51eKXwTUY0TSX9Emy,Marion Aunor,0giiQAqGqHumXAA5WDUPsV,341167,2018-07-20,1,0.40694789081885857,0.16789087093389296,10,0.5251586489252814,1,0.0635,0.8807337443533928,0.0,0.105,0.1591559749761425,0.44593214290109406,3,jazz,0.8571428571428571,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0
